line,label
#if defined(OPENSSL_NPN_NEGOTIATED),1
static void mcf_fec_do_tx(mcf_fec_state *s),1
uint8_t frame[FEC_MAX_FRAME_SIZE];,1
len = bd.length;,1
ptr += len;,1
ptr = frame;,1
void HandleMagnifyScreen(int delta_index) {,1
if (Shell::GetInstance()->magnification_controller()->IsEnabled()) {,1
float scale = Shell::GetInstance()->magnification_controller()->GetScale();,1
int scale_index =,1
std::floor(std::log(scale) / std::log(kMagnificationScaleFactor) + 0.5);,1
"int new_scale_index = std::max(0, std::min(8, scale_index + delta_index));",1
Shell::GetInstance()->magnification_controller()->SetScale(,1
Shell::GetInstance()->partial_magnification_controller()->SetScale(scale);,1
"int mk_request_error(int http_status, struct client_session *cs,",1
http_status != MK_CLIENT_REQUEST_ENTITY_TOO_LARGE) {,1
sr->headers.real_length    = finfo.size;,1
"void perf_pmu_migrate_context(struct pmu *pmu, int src_cpu, int dst_cpu)",1
struct perf_event_context *dst_ctx;,1
LIST_HEAD(events);,1
"dst_ctx = &per_cpu_ptr(pmu->pmu_cpu_context, dst_cpu)->ctx;",1
"list_for_each_entry_safe(event, tmp, &src_ctx->event_list,",1
"perf_remove_from_context(event, false);",1
put_ctx(src_ctx);,1
mutex_unlock(&src_ctx->mutex);,1
mutex_lock(&dst_ctx->mutex);,1
if (!client_.is_bound()),1
"delegate_->GetPrefService()->SetBoolean(kPaymentsFirstTransactionCompleted,",1
"static int udf_symlink_filler(struct file *file, struct page *page)",1
"pos = udf_block_map(inode, 0);",1
up_read(&iinfo->i_data_sem);,1
static STGMEDIUM* GetStorageForFileName(const base::FilePath& path) {,1
DROPFILES* drop_files = locked_mem.get();,1
"memcpy(data, path.value().c_str(), copy_size);",1
void ThreadableBlobRegistry::unregisterBlobURL(const KURL& url),1
"if (BlobURL::getOrigin(url) == ""null"")",1
originMap()->remove(url.string());,1
OwnPtr<BlobRegistryContext> context = adoptPtr(new BlobRegistryContext(url));,1
"callOnMainThread(&unregisterBlobURLTask, context.leakPtr());",1
"*GetPaddingKey() = SymmetricKey::GenerateRandomKey(kPaddingKeyAlgorithm, 128);",1
"static int entersafe_gen_key(sc_card_t *card, sc_entersafe_gen_key_data *data)",1
"u8 sbuf[4],*p;",1
sbuf[1]=0x02;,1
apdu.lc=4;,1
"sc_format_apdu(card, &apdu, SC_APDU_CASE_3_SHORT, 0x46,  0x00, 0x00);",1
apdu.lc      = 2;,1
"sc_format_apdu(card, &apdu, SC_APDU_CASE_2_SHORT, 0xE6,  0x2A, data->key_id);",1
"r = entersafe_transmit_apdu(card, &apdu,0,0,0,0);",1
assert(*p=='E');,1
"nfs4_state_set_mode_locked(struct nfs4_state *state, mode_t mode)",1
if (state->state == mode),1
if (mode & FMODE_WRITE),1
"list_move(&state->open_states, &state->owner->so_states);",1
"list_move_tail(&state->open_states, &state->owner->so_states);",1
state->state = mode;,1
error::Error GLES2DecoderPassthroughImpl::ProcessQueries(bool did_finish) {,1
case GL_LATENCY_QUERY_CHROMIUM:,1
void Verify_StoreExistingGroup() {,1
"EXPECT_EQ(group_.get(), delegate()->stored_group_.get());",1
EXPECT_TRUE(cache2_->is_complete());,1
AppCacheDatabase::CacheRecord cache_record;,1
"EXPECT_TRUE(database()->FindCache(2, &cache_record));",1
"EXPECT_EQ(kDefaultEntrySize + 100, storage()->usage_map_[kOrigin]);",1
"bool SetVarImpl(const char* variable_name, const std::string& new_value) {",1
#if defined(OS_POSIX),1
"return setenv(variable_name, new_value.c_str(), 1) == 0;",1
ASCIIToWide(new_value).c_str()) != 0;,1
input_type_->DisableSecureTextInput();,1
input_type_view_->HandleBlurEvent();,1
ASSERT(checkHeader());,1
m_magic = zappedMagic;,1
"PHPAPI char *php_escape_html_entities_ex(unsigned char *old, size_t oldlen, size_t *newlen, int all, int flags, char *hint_charset, zend_bool double_encode TSRMLS_DC)",1
"LIMIT_ALL(all, doctype, charset);",1
maxlen = 128;,1
"static int udf_load_logicalvol(struct super_block *sb, sector_t block,",1
"i++, offset += gpm->partitionMapLength) {",1
identSuffix)[0]);,1
void ChromeMockRenderThread::OnDidPreviewPage(,1
DCHECK(params.page_number >= printing::FIRST_PAGE_INDEX);,1
print_preview_pages_remaining_--;,1
struct ip_options *dopt = NULL;,1
int opt_size = optlength(opt);,1
"dopt = kmalloc(opt_size, GFP_ATOMIC);",1
"if (ip_options_echo(dopt, skb)) {",1
kfree(dopt);,1
dopt = NULL;,1
return dopt;,1
bool OSExchangeDataProviderWin::GetPickledData(,1
bool success = false;,1
base::win::ScopedHGlobal<char> c_data(medium.hGlobal);,1
"xsltStylePreCompute(xsltStylesheetPtr style, xmlNodePtr inst) {",1
"BAD_CAST ""call-template"");",1
"} else if (IS_XSLT_NAME(inst, ""for-each"")) {",1
int writepng_init(mainprog_info *mainprog_ptr),1
"* libpng function, unless an alternate error handler was installed--",1
* be left alone */,1
"void nw_buf_free(nw_buf_pool *pool, nw_buf *buf)",1
uint32_t new_free_total = pool->free_total * 2;,1
pool->free_total = new_free_total;,1
SpeakNow(utterance);,1
assert(m_pUnknownSize);,1
assert(m_pUnknownSize->GetElementSize() < 0);  //TODO: verify this,1
const long long element_start = m_pUnknownSize->m_element_start;,1
pos = -m_pos;,1
assert(pos > element_start);,1
assert((total < 0) || (avail <= total));,1
long long element_size = -1;,1
if ((total >= 0) && (pos >= total)),1
element_size = total - element_start;,1
assert(element_size > 0);,1
if ((segment_stop >= 0) && (pos >= segment_stop)),1
element_size = segment_stop - element_start;,1
MagickExport int LocaleLowercase(const int c),1
#if defined(MAGICKCORE_LOCALE_SUPPORT),1
"return(tolower_l(c,c_locale));",1
return(tolower(c));,1
void DesktopWindowTreeHostX11::SetVisible(bool visible) {,1
if (compositor()),1
native_widget_delegate_->OnNativeWidgetVisibilityChanged(visible);,1
gpointer      user_data),1
MarkTrustedJob *job = user_data;,1
g_object_unref (job->file);,1
if (job->done_callback),1
"job->done_callback (!job_aborted ((CommonJob *) job),",1
job->done_callback_data);,1
AccessibilityExpanded AXNodeObject::isExpanded() const {,1
if (getNode() && isHTMLSummaryElement(*getNode())) {,1
if (getNode()->parentNode() &&,1
isHTMLDetailsElement(getNode()->parentNode())),1
return toElement(getNode()->parentNode())->hasAttribute(openAttr),1
? ExpandedExpanded,1
"static inline int verify_replay(struct xfrm_usersa_info *p,",1
struct nlattr **attrs),1
struct nlattr *rt = attrs[XFRMA_REPLAY_ESN_VAL];,1
if (!rt),1
void DataReductionProxyConfig::InitializeOnIOThread(,1
"create_custom_proxy_config_callback,",1
network_properties_manager_ = manager;,1
warmup_url_fetcher_.reset(new WarmupURLFetcher(,1
"&DataReductionProxyConfig::HandleWarmupFetcherResponse,",1
"base::Unretained(this)),",1
vpx_codec_ctx_t codec;,1
vpx_codec_enc_cfg_t cfg;,1
vpx_image_t raw;,1
VpxVideoInfo info = {0};,1
int pass;,1
const int fps = 30;        // TODO(dkovalev) add command line argument,1
const int bitrate = 200;   // kbit/s TODO(dkovalev) add command line argument,1
const char *const codec_arg = argv[1];,1
const char *const width_arg = argv[2];,1
const char *const height_arg = argv[3];,1
const char *const infile_arg = argv[4];,1
const char *const outfile_arg = argv[5];,1
exec_name = argv[0];,1
if (argc != 6),1
"die(""Invalid number of arguments."");",1
encoder = get_vpx_encoder_by_name(codec_arg);,1
if (!encoder),1
"die(""Unsupported codec."");",1
"info.frame_height = strtol(height_arg, NULL, 0);",1
"die(""Failed to open %s for writing"", outfile_arg);",1
"res = vpx_codec_enc_config_default(encoder->interface(), &cfg, 0);",1
if (res),1
"die_codec(&codec, ""Failed to get default codec config."");",1
cfg.g_timebase.den = info.time_base.denominator;,1
cfg.rc_target_bitrate = bitrate;,1
int frame_count = 0;,1
virtual void SendHandwritingStroke(const HandwritingStroke& stroke) {,1
"chromeos::SendHandwritingStroke(input_method_status_connection_, stroke);",1
"void jslGetTokenString(char *str, size_t len) {",1
"strncat(str, jslGetTokenValueAsString(), len);",1
"strncat(str, ""'"", len);",1
"jslTokenAsString(lex->tk, str, len);",1
"dissect_rpcap_packet (tvbuff_t *tvb, packet_info *pinfo, proto_tree *top_tree,",1
"caplen = tvb_get_ntohl (tvb, offset);",1
IceGenerateMagicCookie (,1
int len,1
long    ldata[2];,1
int	    seed;,1
int	    value;,1
#ifdef ITIMER_REAL,1
struct timeval  now;,1
int	    i;,1
ldata[0] = now.tv_sec;,1
ldata[1] = now.tv_usec;,1
long    time ();,1
ldata[0] = time ((long *) 0);,1
ldata[1] = getpid ();,1
seed = (ldata[0]) + (ldata[1] << 16);,1
srand (seed);,1
for (i = 0; i < len; i++),1
value = rand ();,1
auth[i] = value & 0xff;,1
"static int packet_do_bind(struct sock *sk, const char *name, int ifindex,",1
bool unlisted = false;,1
ret = -ENODEV;,1
dev_hold(dev);,1
dev_put(dev);,1
"find_extend_vma(struct mm_struct *mm, unsigned long addr)",1
"vma = find_vma_prev(mm, addr, &prev);",1
"void HTMLElement::setOuterHTML(const String& html, ExceptionCode& ec)",1
RefPtr<HTMLElement> parent = toHTMLElement(p);,1
static int DefragMfIpv4Test(void),1
Packet *p = NULL;,1
if (p1 == NULL || p2 == NULL || p3 == NULL) {,1
if (p != NULL) {,1
* fragments should be in the re-assembled packet. */,1
retval = 1;,1
SCFree(p1);,1
UWORD16 impeg2d_get_mb_addr_incr(stream_t *ps_stream),1
"impeg2d_bit_stream_flush(ps_stream,MB_ESCAPE_CODE_LEN);",1
"u2_mb_addr_incr += impeg2d_dec_vld_symbol(ps_stream,gai2_impeg2d_mb_addr_incr,MB_ADDR_INCR_LEN) +",1
"bool PaintArtifactCompositor::MightOverlap(const PendingLayer& layer_a,",1
EffectPaintPropertyNode::Root());,1
"root_property_tree_state, bounds_a);",1
"root_property_tree_state, bounds_b);",1
return bounds_a.Rect().Intersects(bounds_b.Rect());,1
void PresentationConnectionProxy::OnClose() {,1
blink::WebPresentationConnectionState::Closed);,1
target_connection_ptr_->DidChangeState(,1
content::PRESENTATION_CONNECTION_STATE_CLOSED);,1
"GpuChannelHostFactory* factory, int gpu_process_id, int client_id)",1
"gpu_process_id_(gpu_process_id),",1
"client_id_(client_id),",1
state_(kUnconnected) {,1
"void MojoVideoEncodeAccelerator::Encode(const scoped_refptr<VideoFrame>& frame,",1
"DVLOG(2) << __func__ << "" tstamp="" << frame->timestamp();",1
"DCHECK_EQ(PIXEL_FORMAT_I420, frame->format());",1
DCHECK(frame->shared_memory_handle().IsValid());,1
"allocation_size, true /* read_only */);",1
const size_t u_offset = y_offset + frame->data(VideoFrame::kUPlane) -,1
const size_t v_offset = y_offset + frame->data(VideoFrame::kVPlane) -,1
scoped_refptr<MojoSharedBufferVideoFrame> mojo_frame =,1
"frame->format(), frame->coded_size(), frame->visible_rect(),",1
static void __net_random_once_deferred(struct work_struct *w),1
struct __net_random_once_work *work =,1
static_key_slow_inc(work->key);,1
kfree(work);,1
"void bn_mul_comba4(BN_ULONG *r, BN_ULONG *a, BN_ULONG *b)",1
c2=0;,1
"mul_add_c(a[3],b[1],c2,c3,c1);",1
struct vfsmount *collect_mounts(struct path *path),1
struct mount *tree;,1
CL_COPY_ALL | CL_PRIVATE);,1
namespace_unlock();,1
if (IS_ERR(tree)),1
return ERR_CAST(tree);,1
"int extract_status_code(char *buffer, size_t size)",1
char *begin;,1
buf_code = (char *)MALLOC(10);,1
FREE(buf_code);,1
"JsVar *jswrap_graphics_createArrayBuffer(int width, int height, int bpp, JsVar *options) {",1
"JsVar *parent = jspNewObject(0, ""Graphics"");",1
gfx.data.width = (unsigned short)width;,1
gfx.data.flags = (JsGraphicsFlags)(gfx.data.flags | JSGRAPHICSFLAGS_ARRAYBUFFER_MSB);,1
"else if (!jsvIsStringEqual(colorv, ""brg""))",1
gfx.data.flags = (JsGraphicsFlags)(gfx.data.flags | JSGRAPHICSFLAGS_COLOR_GRB);,1
"DCHECK_GE(cue->endTime(), 0);",1
size_t index = FindInsertionIndex(cue);,1
if (!list_.IsEmpty() && (index > 0) && (list_[index - 1].Get() == cue)),1
"list_.insert(index, cue);",1
InvalidateCueIndex(index);,1
"SPL_METHOD(SplFileInfo, getRealPath)",1
char buff[MAXPATHLEN];,1
if (zend_parse_parameters_none() == FAILURE) {,1
"zend_replace_error_handling(EH_THROW, spl_ce_RuntimeException, &error_handling TSRMLS_CC);",1
spl_filesystem_object_get_file_name(intern TSRMLS_CC);,1
"if (filename && VCWD_REALPATH(filename, buff)) {",1
"if (VCWD_ACCESS(buff, F_OK)) {",1
"connection_exit_begin_conn(cell_t *cell, circuit_t *circ)",1
int rv;,1
"* connection_edge_end or connection_edge_send_command, since those require",1
"END_STREAM_REASON_EXITPOLICY, NULL);",1
if (! bcell.is_begindir) {,1
should_refuse_unknown_exits(options)))) {,1
PNG_CONST png_modifier *pm),1
pm->current_gamma);,1
"pos = safecat(buffer, bufsize, pos, ""[overridden]"");",1
"int hugetlb_reserve_pages(struct inode *inode,",1
vm_flags_t vm_flags),1
* to reserve the full area even if read-only as mprotect() may be,1
if (!vma || vma->vm_flags & VM_MAYSHARE),1
struct resv_map *resv_map = resv_map_alloc();,1
chg = to - from;,1
if (chg < 0),1
* that have reservations as they are shared by multiple VMAs.,1
* the reservation was consumed. Private mappings are per-VMA and,1
static FILE *open_log_file(void),1
if(log_fp) /* keep it open unless we rotate */,1
return log_fp;,1
"log_fp = fopen(log_file, ""a+"");",1
if (daemon_mode == FALSE) {,1
"(void)fcntl(fileno(log_fp), F_SETFD, FD_CLOEXEC);",1
void WebSocketJob::Wakeup() {,1
DCHECK(callback_);,1
int bmp_validate(jas_stream_t *in),1
"if ((n = jas_stream_read(in, (char *) buf, 2)) < 0) {",1
bool FileBrowserPrivateGetShareUrlFunction::RunAsync() {,1
"render_view_host(), GetProfile(), GURL(params->url));",1
if (!file_system) {,1
const ContentSecurityPolicy* policy_to_inherit) {,1
SetContentSecurityPolicy(csp ? csp : ContentSecurityPolicy::Create());,1
GetContentSecurityPolicy()->BindToExecutionContext(this);,1
if (policy_to_inherit) {,1
GetContentSecurityPolicy()->CopyStateFrom(policy_to_inherit);,1
if (policy_to_inherit && IsPluginDocument()),1
GetContentSecurityPolicy()->CopyPluginTypesFrom(policy_to_inherit);,1
shared_memory_handle(const gfx::GpuMemoryBufferHandle& handle) {,1
if (handle.type != gfx::SHARED_MEMORY_BUFFER &&,1
handle.type != gfx::DXGI_SHARED_HANDLE &&,1
handle.type != gfx::ANDROID_HARDWARE_BUFFER),1
false);,1
"xmlParseEntityValue(xmlParserCtxtPtr ctxt, xmlChar **orig) {",1
xmlParserInputPtr input;,1
"xmlErrMemory(ctxt, NULL);",1
* In practice it means we stop the loop only when back at parsing,1
TabContents* contents) {,1
"static MagickBooleanType SkipRGBMipmaps(Image *image,DDSInfo *dds_info,",1
IW_IMPL(unsigned int) iw_get_ui16le(const iw_byte *b),1
return b[0] | (b[1]<<8);,1
OperationID FileSystemOperationRunner::BeginOperation(,1
std::unique_ptr<FileSystemOperation> operation) {,1
OperationID id = next_operation_id_++;,1
"operations_.emplace(id, std::move(operation));",1
return id;,1
"static void php_imagepolygon(INTERNAL_FUNCTION_PARAMETERS, int filled)",1
"zval *IM, *POINTS;",1
"long NPOINTS, COL;",1
zval **var = NULL;,1
gdPointPtr points;,1
"int npoints, col, nelem, i;",1
"if (zend_parse_parameters(ZEND_NUM_ARGS() TSRMLS_CC, ""rall"", &IM, &POINTS, &NPOINTS, &COL) == FAILURE) {",1
"ZEND_FETCH_RESOURCE(im, gdImagePtr, &IM, -1, ""Image"", le_gd);",1
npoints = NPOINTS;,1
col = COL;,1
nelem = zend_hash_num_elements(Z_ARRVAL_P(POINTS));,1
if (nelem < 6) {,1
"php_error_docref(NULL TSRMLS_CC, E_WARNING, ""You must have at least 3 points in your array"");",1
if (npoints <= 0) {,1
"php_error_docref(NULL TSRMLS_CC, E_WARNING, ""You must give a positive number of points"");",1
void PageInfo::OnWhitelistPasswordReuseButtonPressed(,1
safe_browsing::WarningAction::MARK_AS_LEGITIMATE);,1
void MessageService::OpenChannelToExtension(,1
Profile* profile = Profile::FromBrowserContext(source->GetBrowserContext());,1
"base::JSONWriter::Write(tab_value.get(), &tab_json);",1
static void php_mcrypt_module_dtor(zend_rsrc_list_entry *rsrc TSRMLS_DC) /* {{{ */,1
mcrypt_generic_deinit(pm->td);,1
efree(pm);,1
": root_http_(root_http), report_on_ui_(report_on_ui) {}",1
"void ResourceTracker::CleanupInstanceData(PP_Instance instance,",1
"DLOG_IF(ERROR, !CheckIdType(instance, PP_ID_TYPE_INSTANCE))",1
InstanceMap::iterator found = instance_map_.find(instance);,1
InstanceData& data = *found->second;,1
ResourceMap::iterator found_resource = live_resources_.find(*cur_res);,1
Resource* resource = found_resource->second.first;,1
live_resources_.erase(*cur_res);,1
DCHECK(data.resources.empty());,1
while (cur_var != data.object_vars.end()) {,1
PP_Var object_pp_var;,1
object_pp_var.value.as_id = *current;,1
if (object_var.get()),1
live_vars_.erase(*current);,1
"static void locationWithPerWorldBindingsAttributeSetter(v8::Local<v8::Value> jsValue, const v8::PropertyCallbackInfo<void>& info)",1
if (!imp),1
"V8TRYCATCH_FOR_V8STRINGRESOURCE_VOID(V8StringResource<>, cppValue, jsValue);",1
"void HTMLDocument::addItemToMap(HashCountedSet<StringImpl*>& map, const AtomicString& name)",1
map.add(name.impl());,1
PasswordAccessoryControllerImpl::PasswordAccessoryControllerImpl(,1
content::WebContents* web_contents),1
"base::BindRepeating(&PasswordGenerationDialogViewInterface::Create)),",1
favicon_service_(FaviconServiceFactory::GetForProfile(,1
"Profile::FromBrowserContext(web_contents->GetBrowserContext()),",1
ServiceAccessType::EXPLICIT_ACCESS)) {,1
"static __u8 *nci_extract_rf_params_nfca_passive_poll(struct nci_dev *ndev,",1
nfca_poll->nfcid1_len = *data++;,1
nfca_poll->sel_res_len = *data++;,1
SkBitmap GetThumbnailForBackingStore(BackingStore* backing_store) {,1
const SkBitmap& bmp = temp_canvas.getTopPlatformDevice().accessBitmap(false);,1
kThumbnailHeight);,1
"bmp.copyTo(&result, SkBitmap::kARGB_8888_Config);",1
void SetupMockGroup() {,1
"new AppCacheGroup(service_->storage(), kManifestUrl, kMockGroupId));",1
"kManifestUrl,",1
"return gfx::Vector2d(0, GET_WHEEL_DELTA_WPARAM(native_event.wParam));",1
OMX_ERRORTYPE SimpleSoftOMXComponent::useBuffer(,1
(*header)->nVersion.s.nStep = 0;,1
(*header)->nFlags = 0;,1
"static int vfio_msi_enable(struct vfio_pci_device *vdev, int nvec, bool msix)",1
vdev->irq_type = msix ? VFIO_PCI_MSIX_IRQ_INDEX :,1
CoordinatorImpl::CoordinatorImpl(service_manager::Connector* connector),1
DCHECK(!g_coordinator_impl);,1
mojom::kServiceTracingProcessId);,1
PHP_FUNCTION(mcrypt_get_block_size),1
NULL);,1
"int qeth_snmp_command(struct qeth_card *card, char __user *udata)",1
cmd = (struct qeth_ipa_cmd *)(iob->data+IPA_PDU_HEADER_SIZE);,1
"bool AppCacheDatabase::FindCacheForGroup(int64_t group_id,",1
"statement.BindInt64(0, group_id);",1
"static unsigned HuffmanTree_makeFromFrequencies(HuffmanTree* tree, const unsigned* frequencies,",1
while(!frequencies[numcodes - 1] && numcodes > mincodes) numcodes--; /*trim zeroes*/,1
if(!tree->lengths) return 83; /*alloc fail*/,1
: thread_handle_(thread_handle.Take()) {,1
"static inline int unuse_pmd_range(struct vm_area_struct *vma, pud_t *pud,",1
"unsigned long addr, unsigned long end,",1
"swp_entry_t entry, struct page *page)",1
pmd_t *pmd;,1
unsigned long next;,1
"pmd = pmd_offset(pud, addr);",1
xfs_attr_shortform_to_leaf(,1
xfs_attr_sf_entry_t *sfe;,1
struct xfs_buf *bp;,1
sf = (xfs_attr_shortform_t *)ifp->if_u1.if_data;,1
sf = (xfs_attr_shortform_t *)tmpbuffer;,1
if (error == -EIO),1
ASSERT(blkno == 0);,1
"memcpy(ifp->if_u1.if_data, tmpbuffer, size);	/* it back */",1
void MojoVideoEncodeAcceleratorService::UseOutputBitstreamBuffer(,1
if (!encoder_),1
"DLOG(ERROR) << __func__ << "" mojo::UnwrapSharedMemoryHandle() failed"";",1
"<< "" has a size of "" << memory_size",1
"static struct sk_buff *udp6_ufo_fragment(struct sk_buff *skb,",1
int type = skb_shinfo(skb)->gso_type;,1
/* Do software UFO. Complete and fill in the UDP checksum as HW cannot,1
switches::kProcessType) == switches::kUtilityProcess),1
network_service_test_helper_ = std::make_unique<NetworkServiceTestHelper>();,1
"smbhash(unsigned char *out, const unsigned char *in, unsigned char *key)",1
struct skcipher_request *req;,1
"str_to_key(key, key2);",1
"tfm_des = crypto_alloc_skcipher(""ecb(des)"", 0, CRYPTO_ALG_ASYNC);",1
rc = -ENOMEM;,1
goto smbhash_free_skcipher;,1
"sg_init_one(&sgout, out, 8);",1
void ThreadableBlobRegistry::finalizeStream(const KURL& url),1
blobRegistry().finalizeStream(url);,1
"static int skt_read(int fd, void *p, size_t len)",1
struct timespec ts;,1
"if ((read = recv(fd, p, len, MSG_NOSIGNAL)) == -1)",1
"static void locationWithExceptionAttributeSetter(v8::Local<v8::Value> jsValue, const v8::PropertyCallbackInfo<void>& info)",1
"static void nfs4_close_done(struct rpc_task *task, void *data)",1
case -NFS4ERR_BAD_STATEID:,1
"LOG_INFO(""%s"", __func__);",1
if (!interface_ready()),1
return BT_STATUS_NOT_READY;,1
"static void jsR_calllwfunction(js_State *J, int n, js_Function *F, js_Environment *scope)",1
"js_pop(J, F->numparams - n);",1
"jsR_run(J, F);",1
static bool nested_vmx_exit_handled(struct kvm_vcpu *vcpu),1
case EXIT_REASON_PENDING_INTERRUPT:,1
"static int check_cond_jmp_op(struct bpf_verifier_env *env,",1
"SYSCALL_DEFINE6(recvfrom, int, fd, void __user *, ubuf, size_t, size,",1
struct msghdr msg;,1
size = INT_MAX;,1
msg.msg_controllen = 0;,1
if (sock->file->f_flags & O_NONBLOCK),1
"msg.msg_namelen, addr, addr_len);",1
"int perf_config(config_fn_t fn, void *data)",1
char *repo_config = NULL;,1
const char *home = NULL;,1
if (config_exclusive_filename),1
"return perf_config_from_file(fn, config_exclusive_filename, data);",1
"if (perf_config_system() && !access(perf_etc_perfconfig(), R_OK)) {",1
"ret += perf_config_from_file(fn, perf_etc_perfconfig(),",1
data);,1
found += 1;,1
"home = getenv(""HOME"");",1
if (perf_config_global() && home) {,1
"char *user_config = strdup(mkpath(""%s/.perfconfig"", home));",1
"if (!access(user_config, R_OK)) {",1
"ret += perf_config_from_file(fn, user_config, data);",1
free(user_config);,1
free(repo_config);,1
if (found == 0),1
url_prefix_ = UTF8ToWide(net::FilePathToFileURL(path).spec());,1
static int __vcpu_run(struct kvm_vcpu *vcpu),1
r = 1;,1
!vcpu->arch.apf.halted),1
"srcu_read_unlock(&kvm->srcu, vcpu->srcu_idx);",1
"if (kvm_check_request(KVM_REQ_UNHALT, vcpu)) {",1
case KVM_MP_STATE_HALTED:,1
KVM_MP_STATE_RUNNABLE;,1
if (r <= 0),1
if (kvm_cpu_has_pending_timer(vcpu)),1
r = -EINTR;,1
kvm_check_async_pf_completion(vcpu);,1
vcpu->run->exit_reason = KVM_EXIT_INTR;,1
"mark_source_chains(const struct xt_table_info *newinfo,",1
for (hook = 0; hook < NF_INET_NUMHOOKS; hook++) {,1
e->counters.pcnt = pos;,1
if (e->comefrom & (1 << NF_INET_NUMHOOKS)) {,1
if ((e->target_offset == sizeof(struct ip6t_entry) &&,1
XT_STANDARD_TARGET) == 0) &&,1
#ifdef DEBUG_IP_FIREWALL_USER,1
"""rule %u\n"",",1
"nfs3svc_decode_readdirargs(struct svc_rqst *rqstp, __be32 *p,",1
args->count  = ntohl(*p++);,1
EncodedJSValue JSC_HOST_CALL jsTestObjPrototypeFunctionMethodWithUnsignedLongArray(ExecState* exec),1
"Vector<unsigned long> unsignedLongArray(jsUnsignedLongArrayToVector(exec, MAYBE_MISSING_PARAMETER(exec, 0, DefaultIsUndefined)));",1
Segment::~Segment() {,1
while (i != j) {,1
delete m_pTracks;,1
"static void decode_residue(vorb *f, float *residue_buffers[], int ch, int n, int rn, uint8 *do_not_decode)",1
for (j=0; j < ch; ++j),1
"php_stream *php_stream_zip_opener(php_stream_wrapper *wrapper,",1
"char **opened_path,",1
size_t file_basename_len;,1
int fragment_len;,1
"fragment = strchr(path, '#');",1
path += 6;,1
path_len = strlen(path);,1
file_dirname[path_len - fragment_len] = '\0';,1
efree(file_basename);,1
"static int rndis_query_response(USBNetState *s,",1
"infobuflen = ndis_query(s, le32_to_cpu(buf->OID),",1
if (infobuflen < 0) {,1
static int process_cmd_sock(int h),1
case CMD_REMOVE_FD:,1
case CMD_USER_PRIVATE:,1
std::unique_ptr<base::SharedMemory> GetShmFromMojoHandle(,1
mojo::ScopedSharedBufferHandle handle) {,1
base::SharedMemoryHandle memory_handle;,1
bool read_only_flag = false;,1
"std::move(handle), &memory_handle, &memory_size, &read_only_flag);",1
"DCHECK_GT(memory_size, 0u);",1
"std::make_unique<base::SharedMemory>(memory_handle, read_only_flag);",1
"bool AeroPeekManager::GetTabPreview(int tab_id, SkBitmap* preview) {",1
TabContents* contents = GetTabContents(tab_id);,1
if (!render_view_host),1
BackingStore* backing_store = render_view_host->GetBackingStore(false);,1
"int _dbus_printf_string_upper_bound (const char *format,",1
while (len == -1) /* try again */,1
"len = _vsnprintf (p, bufsize - 1, format, args);",1
* @param error return location for error code,1
"n = MultiByteToWideChar (CP_UTF8, 0, str, -1, NULL, 0);",1
"static int asepcos_parse_sec_attr(sc_card_t *card, sc_file_t *file, const u8 *buf,",1
tlen += 2 + p[4]; /* FIXME */,1
void MigrationTest::SetUpVersion74Database() {,1
"""INSERT INTO 'share_version' VALUES('nick@chromium.org',74);""",1
"""CREATE TABLE models (model_id BLOB primary key, last_download_timestamp""",1
""" INT, initial_sync_ended BOOLEAN default 0);""",1
"""INSERT INTO 'models' VALUES(X'C2881000',694,1);""",1
"""CREATE TABLE 'share_info' (id TEXT primary key, name TEXT, store_birthd""",1
"""ay TEXT, db_create_version TEXT, db_create_time INT, next_id INT de""",1
"""fault -2, cache_guid TEXT , notification_state BLOB, autofill_migra""",1
"""tion_state INT default 0, bookmarks_added_during_autofill_migration""",1
""" INT default 0, autofill_migration_time INT default 0, autofill_ent""",1
"""ries_added_during_migration INT default 0, autofill_profiles_added_""",1
"""during_migration INT default 0);""",1
"""INSERT INTO 'share_info' VALUES('nick@chromium.org','nick@chromium.org'""",1
""",'c27e9f59-08ca-46f8-b0cc-f16a2ed778bb','Unknown',1263522064,-65542""",1
""",'9010788312004066376x-6609234393368420856x',NULL,0,0,0,0,0);""",1
"""CREATE TABLE 'metas'(metahandle bigint primary key ON CONFLICT FAIL,bas""",1
"""e_version bigint default -1,server_version bigint default 0,mtime b""",1
"""igint default 0,server_mtime bigint default 0,ctime bigint default """,1
"""0,server_ctime bigint default 0,server_position_in_parent bigint de""",1
"""fault 0,local_external_id bigint default 0,id varchar(255) default """,1
"""'r',parent_id varchar(255) default 'r',server_parent_id varchar(255""",1
""") default 'r',prev_id varchar(255) default 'r',next_id varchar(255)""",1
""" default 'r',is_unsynced bit default 0,is_unapplied_update bit defa""",1
"""ult 0,is_del bit default 0,is_dir bit default 0,server_is_dir bit d""",1
"""efault 0,server_is_del bit default 0,non_unique_name varchar,server""",1
"""_non_unique_name varchar(255),unique_server_tag varchar,unique_clie""",1
""",0,0,'r','r','r','r','r',0,0,0,1,0,0,NULL,NULL,NULL,NULL,X'',X'""",1
""",-2097152,4,'s_ID_2','s_ID""",1
"""_9','s_ID_9','s_ID_2','s_ID_2',0,0,1,0,0,1,'Deleted Item','Deleted """,1
